t_ms,PacketId,SpeedKmh,SteerAngle,Gas,Brake,Gear,Rpms,Heading,Pitch,Roll,AccG_x,AccG_y,AccG_z,Velocity_x,Velocity_y,Velocity_z,WheelSlip_0,WheelSlip_1,WheelSlip_2,WheelSlip_3
113820.700,104,0.017364487051963806,0.0,0.0,1.0,1,7,-0.23860925436019897,0.07503800094127655,-0.05404973402619362,0.00013186826254241168,-0.00024981392198242247,-7.782869943184778e-06,-0.001558314193971455,-0.0007525437977164984,-0.004502859897911549,0.041586026549339294,0.04339879751205444,0.04194963723421097,0.043171823024749756
113836.690,110,0.017379170283675194,0.0,0.0,1.0,1,7,-0.23860891163349152,0.07503817230463028,-0.05404895916581154,0.00037564654485322535,-0.0004870668926741928,-1.9395693016122095e-05,-0.0014899576781317592,-0.0008234635461121798,-0.004516240209341049,0.04194589704275131,0.043190743774175644,0.04215221107006073,0.043119702488183975
113854.961,116,0.017315667122602463,0.0,0.0,1.0,1,7,-0.23860867321491241,0.07503848522901535,-0.054046861827373505,0.0001198527097585611,0.0003674757026601583,9.282350947614759e-05,-0.0014458037912845612,-0.0008207335486076772,-0.004509281367063522,0.04188639670610428,0.043298061937093735,0.042061351239681244,0.04285413399338722
113855.049,116,0.017315667122602463,0.0,0.0,1.0,1,7,-0.23860867321491241,0.07503848522901535,-0.054046861827373505,0.0001198527097585611,0.0003674757026601583,9.282350947614759e-05,-0.0014458037912845612,-0.0008207335486076772,-0.004509281367063522,0.04188639670610428,0.043298061937093735,0.042061351239681244,0.04285413399338722
113879.411,124,0.01723085530102253,0.0,0.0,1.0,1,7,-0.23860859870910645,0.07503930479288101,-0.05404379963874817,-0.0002634361444506794,0.0004956490593031049,-1.3229377145762555e-05,-0.0015355703653767705,-0.0006866813055239618,-0.004481627140194178,0.04152223840355873,0.043405964970588684,0.04191061854362488,0.042899150401353836
113879.497,124,0.01723085530102253,0.0,0.0,1.0,1,7,-0.23860859870910645,0.07503930479288101,-0.05404379963874817,-0.0002634361444506794,0.0004956490593031049,-1.3229377145762555e-05,-0.0015355703653767705,-0.0006866813055239618,-0.004481627140194178,0.04152223840355873,0.043405964970588684,0.04191061854362488,0.042899150401353836
113879.539,124,0.01723085530102253,0.0,0.0,1.0,1,7,-0.23860859870910645,0.07503930479288101,-0.05404379963874817,-0.0002634361444506794,0.0004956490593031049,-1.3229377145762555e-05,-0.0015355703653767705,-0.0006866813055239618,-0.004481627140194178,0.04152223840355873,0.043405964970588684,0.04191061854362488,0.042899150401353836
113894.700,129,0.017259476706385612,0.0,0.0,1.0,1,7,-0.23860859870910645,0.0750395655632019,-0.0540430024266243,6.788273458369076e-05,8.919435640564188e-05,-7.115653716027737e-05,-0.0015364267164841294,-0.0006777541129849851,-0.0044926609843969345,0.04164288938045502,0.04336576908826828,0.041987791657447815,0.042846694588661194
113908.776,134,0.017293596640229225,0.0,0.0,1.0,1,7,-0.23860867321491241,0.0750398337841034,-0.05404277145862579,-0.00019852339755743742,-0.00022403892944566905,9.626534847484436e-06,-0.0015604175860062242,-0.0006969182868488133,-0.004490326624363661,0.04166525602340698,0.0430954210460186,0.04205275699496269,0.042689304798841476
113908.869,134,0.017293596640229225,0.0,0.0,1.0,1,7,-0.23860867321491241,0.0750398337841034,-0.05404277145862579,-0.00019852339755743742,-0.00022403892944566905,9.626534847484436e-06,-0.0015604175860062242,-0.0006969182868488133,-0.004490326624363661,0.04166525602340698,0.0430954210460186,0.04205275699496269,0.042689304798841476
113924.155,139,0.017292752861976624,0.0,0.0,1.0,1,7,-0.2386084645986557,0.07504002004861832,-0.05404298007488251,-0.0002076249074889347,0.00034436272107996047,3.192717849742621e-05,-0.0015955332200974226,-0.000681061006616801,-0.00447869161143899,0.04161492735147476,0.04298745468258858,0.042228955775499344,0.042841799557209015
113941.687,145,0.017295019701123238,0.0,0.0,1.0,1,7,-0.23860780894756317,0.07504037767648697,-0.05404350534081459,0.00033950197394005954,0.00015208814875222743,-6.0685910284519196e-05,-0.0015533670084550977,-0.0006426876061595976,-0.004501016810536385,0.04173476994037628,0.043336041271686554,0.04217683896422386,0.042790595442056656
113941.767,145,0.017295019701123238,0.0,0.0,1.0,1,7,-0.23860780894756317,0.07504037767648697,-0.05404350534081459,0.00033950197394005954,0.00015208814875222743,-6.0685910284519196e-05,-0.0015533670084550977,-0.0006426876061595976,-0.004501016810536385,0.04173476994037628,0.043336041271686554,0.04217683896422386,0.042790595442056656
113955.282,149,0.01730385422706604,0.0,0.0,1.0,1,6,-0.23860754072666168,0.07504070550203323,-0.054043833166360855,-0.00011787098628701642,-7.118967187125236e-05,-1.44067125802394e-05,-0.0015591236297041178,-0.000649839814286679,-0.00450188759714365,0.041665345430374146,0.043144289404153824,0.0421551838517189,0.04267556965351105
113970.804,154,0.01732291653752327,0.0,0.0,1.0,1,6,-0.23860734701156616,0.07504105567932129,-0.05404353514313698,-2.5143735911115073e-06,-0.00022453769634012133,4.522214294411242e-05,-0.0015639292541891336,-0.0006786438752897084,-0.004498956725001335,0.04192570596933365,0.04301503673195839,0.04224015027284622,0.04267588257789612
113970.908,154,0.01732291653752327,0.0,0.0,1.0,1,6,-0.23860734701156616,0.07504105567932129,-0.05404353514313698,-2.5143735911115073e-06,-0.00022453769634012133,4.522214294411242e-05,-0.0015639292541891336,-0.0006786438752897084,-0.004498956725001335,0.04192570596933365,0.04301503673195839,0.04224015027284622,0.04267588257789612
113986.362,159,0.017278123646974564,0.0,0.0,1.0,1,6,-0.23860739171504974,0.07504095882177353,-0.05404357984662056,-1.2874271305918228e-05,0.0004260971036273986,5.094410516903736e-05,-0.0015539227752014995,-0.0006167039391584694,-0.004496666602790356,0.04186663031578064,0.04302693530917168,0.042132988572120667,0.042751576751470566
